,source_latitude,source_longitude,destination_latitude,destination_longitude,commute_time,time_of_day,euclidean_distance,manhattan_distance,is_BIKE,is_BUS,is_CAR,is_TRAIN
0,-0.18280864237971328,0.3615790705731309,0.4856232982182521,0.30034719557825346,25.156297122486443,16.933333333333334,0.6712306620878923,0.7296638155928428,0,1,0,0
1,0.16029717382272873,0.0643304415714524,0.7025447021935909,-0.11630672004280294,12.937429231557596,18.316666666666666,0.5715436695304773,0.7228846899851175,0,0,1,0
2,0.7622289129256995,0.4866931614731102,0.19725207299405084,0.790050984849185,29.013729394519828,17.6,0.6412681176096482,0.8683346633077234,1,0,0,0
3,0.18794662929182088,0.508487390961184,-0.3729239353149468,-0.9140061471053544,18.21542317679297,7.683333333333334,1.5290728092812889,1.9833641026733062,0,0,1,0
4,-0.4310127851561997,-0.6006204123327665,0.7292725509679807,0.2156332160900601,11.196801521789613,15.933333333333334,1.4186373909982184,1.976538964547007,0,0,0,1
5,0.7933835192503242,0.4238917802312241,0.7745582548061605,-0.5187807269940442,8.736535012025321,6.916666666666667,0.9428604596968558,0.9614977716694321,0,0,0,1
6,0.04432431878284422,-0.2826863469336276,0.030757219206908038,0.8665233519229585,25.322672389001173,7.35,1.1492897798801436,1.1627767984325224,0,1,0,0
7,0.2286353885425752,0.3924500558963716,0.5731950451761627,0.7937788141399241,23.781978630700802,10.65,0.5289481346717914,0.7458884148771401,1,0,0,0
8,0.4259701276488335,-0.7573526370480927,0.2867694690837793,-0.9509214391907164,38.55085236664132,18.016666666666666,0.23842337240269665,0.3327694607076778,0,0,0,0
9,-0.7998342813579343,-0.5412622830292694,-0.6217480502815496,-0.2852358033410101,20.198722621816863,18.366666666666667,0.3118721917718124,0.434112710764644,0,1,0,0
10,0.13766369601698333,-0.910516274960852,-0.3877812500234689,0.8683295044871624,27.66364237930876,9.2,1.8548274039326322,2.3042907254884666,0,1,0,0
11,0.8632187644819178,-0.06723075571015427,-0.15157777086757326,-0.5647140127196796,15.421581962376974,7.566666666666666,1.13017768477445,1.5122797923590163,0,0,1,0
12,0.21600728879525166,-0.8505974472352041,0.6911590063674341,0.3967786743915148,13.838631162116158,17.9,1.3348094783587319,1.7225278391989014,0,0,0,1
13,-0.20423528633325896,0.3548402884108243,-0.2493726873171455,0.3162457824299745,11.56459899265851,19.383333333333333,0.059387884787101296,0.0837319069647364,0,1,0,0
14,-0.24196980189514306,-0.9475683340715172,0.7612737657224041,0.12864188861401,33.36092485211127,17.016666666666666,1.471300818792274,2.0794537903030745,1,0,0,0
15,0.3415797916214648,0.3315582935273876,-0.6823897888420488,-0.25498196439487714,14.005305449537685,10.3,1.1800606661854893,1.6105098383857783,0,0,1,0
16,0.09285164812868647,0.5250680160355151,0.22490147453268186,-0.02032149484666313,5.411582956245513,15.0,0.5611478194144809,0.6774393372861736,0,0,0,1
17,-0.4189643557280696,-0.5641083281015774,0.13753600327008894,0.6591481880209636,10.62911448479141,15.633333333333333,1.343893282147558,1.7797568751206996,0,0,0,1
18,-0.3865178547623108,0.2768011057392156,0.8933868497280398,0.14685549088293648,29.883737146509446,18.35,1.2864843238053498,1.4098503193466299,0,1,0,0
19,-0.8724253197230222,0.34969647604497345,0.2988322480152945,0.07479505735191205,28.402734719910608,7.45,1.2030856494795934,1.446158986431378,0,1,0,0
20,0.8007846359446666,0.2588928565856205,0.5229771240858112,0.5210205542664997,27.615961462854038,9.05,0.3819528027606114,0.5399352095397347,1,0,0,0
21,0.12197879438674784,0.2500901695442457,0.1298793393471369,-0.216491886008332,3.5190204930286626,11.65,0.46664893996915907,0.47448260051296676,0,0,0,1
22,-0.3305247769744759,0.4771721466616422,0.041152080362002096,-0.8573807470114729,13.498027541051883,4.683333333333334,1.385342958364753,1.706229751009593,0,0,1,0
23,0.5901361553689568,-0.6685855763174051,-0.2308475321555017,-0.9037120824732372,13.530481851409668,7.55,0.8539898647398025,1.0561101936802906,0,0,1,0
