source_latitude,source_longitude,destination_latitude,destination_longitude,time_of_day,commute_type,commute_time
0.8243917906651952,0.47574178761566593,0.9338734921562672,-0.2922615784522052,8.856115435221897,TRAIN,1.028703641280573
0.7958891960129024,0.07512080477024333,0.24072156772809244,0.4650268233374846,9.058129177221318,BIKE,4.634293501297774
-0.9023975522978298,0.12401931358034199,0.6660587163696408,-0.26007016572551456,8.524607134463327,CAR,6.4915920353204015
0.49675452300935863,-0.7471866503559473,0.16170161149146758,0.3857280895928512,9.676582806350956,BUS,5.415296993302492
-0.08584783803050572,-0.914450609169741,-0.058176839004041886,0.27847816133253034,14.7840418563666,BUS,1.4996389897461961
0.3757512927802728,-0.8509936156233443,0.5436784993177238,0.5125228398777808,18.410648894978582,BIKE,8.0429122990607
-0.01436707490847248,-0.6956838007081013,-0.08087390510035102,-0.9282591976247465,10.542708260919076,BUS,0.42209502882877853
-0.09098308830350874,0.13440480768557456,0.16128733815751534,-0.44428233522583244,20.234357157184355,CAR,1.7825163504169104
0.754832811586345,0.36766250824247737,-0.40656328181960716,-0.3233979300398412,16.398388282945028,TRAIN,2.8440509507357357
0.20787899273123206,0.07690118217483351,-0.3150469146751476,0.8782813314264323,18.847128315267085,BIKE,49.495473010245696
0.20884143441598332,0.14659529229322726,-0.13074824686248018,-0.2775477085097488,8.539323089614253,BUS,2.8866055519575737
-0.2087585387239759,0.11150244592157843,-0.7959847605354018,-0.04754290222684235,10.116314332811188,BUS,3.316615826921048
-0.020677655620598378,-0.8270724497516386,-0.5428356190298886,0.5030843630639007,10.653109057682359,CAR,1.9704879622830782
0.7739501392855346,-0.3357058528317349,0.3281781147971829,-0.40457217167479803,7.656175636011277,BUS,1.1645004850604967
-0.7101677990291733,0.6839785711335389,-0.4430456431389037,0.532139296616399,17.37519370180058,BUS,0.9233844321558624
0.07395201949220018,-0.060545684164094775,0.3922671436251419,0.20766336313083558,19.20810172112035,CAR,2.055823613728187
-0.4502023480684759,0.6285391927732512,-0.2878169781129796,-0.7516600455801061,8.422368223656687,CAR,4.348292748803507
0.6677604940443164,-0.33547613884568406,0.6825278685363246,0.4403488890442113,19.42168058610605,TRAIN,1.1026370247967485
0.0843607205051008,-0.6481998533282515,0.24917491369340186,0.13325727433267454,13.153236820445313,BUS,3.3256412600368517
-0.43534357606319724,-0.4652948512657,0.39359852614138297,0.4269777252555589,18.728306944115094,BIKE,25.327770995048198
0.8012921644191184,0.18360338965136147,-0.2163213649100109,-0.3282343807889959,13.466557704781547,BUS,3.121739122291525
0.04940219209821618,0.28538627687045426,-0.6507747042870015,0.3902325266209897,18.353746466443013,BUS,10.107136190388367
0.6111267797122183,0.4758378408821157,0.3890040253606084,-0.5808518592834689,11.241032868727842,TRAIN,0.7915746315564121
-0.10126289114700847,-0.46972897147479303,-0.34591400215354146,0.24605485443302305,19.711082613216988,CAR,2.1170300385205163
-0.042705130094559646,-0.6205709832082117,0.5234887362057561,0.48687834315617345,6.996427398731414,BUS,7.153828351138467
0.10965079551055022,0.5463165774891409,0.7171624101705313,-0.15107060845236409,12.41430901317458,TRAIN,0.9240349319893668
0.6476924685700413,-0.3693726489424288,-0.4867913299386063,0.10600710042258436,7.562669381522584,BUS,12.23059274813216
-0.15503704737498503,0.7259159695262951,0.18765608041740686,0.41084639633757025,9.52252193641259,BUS,8.731853705178615
-0.45764522733763613,-0.1917843324144364,-0.1279434861036435,-0.6246560228176823,7.969496083354679,BUS,2.474978189127336
