,source_latitude,source_longitude,destination_latitude,destination_longitude,time_of_day_ts,commute_type,commute_time
0,-0.18280864237971328,0.36157907057313093,0.4856232982182521,0.30034719557825346,2018-08-13 16:56:00,BUS,25.156297122486443
1,0.16029717382272873,0.0643304415714524,0.7025447021935909,-0.11630672004280296,2018-08-13 18:19:00,CAR,12.937429231557594
2,0.7622289129256995,0.48669316147311015,0.19725207299405084,0.790050984849185,2018-08-13 17:36:00,BIKE,29.01372939451983
3,0.18794662929182088,0.508487390961184,-0.3729239353149468,-0.9140061471053544,2018-08-13 07:41:00,CAR,18.215423176792974
4,-0.4310127851561997,-0.6006204123327665,0.7292725509679807,0.2156332160900601,2018-08-13 15:56:00,TRAIN,11.196801521789613
5,0.7933835192503242,0.4238917802312241,0.7745582548061605,-0.5187807269940442,2018-08-13 06:55:00,TRAIN,8.736535012025323
6,0.044324318782844215,-0.2826863469336276,0.030757219206908035,0.8665233519229585,2018-08-13 07:21:00,BUS,25.322672389001177
7,0.2286353885425752,0.3924500558963716,0.5731950451761627,0.7937788141399241,2018-08-13 10:39:00,BIKE,23.781978630700802
8,0.42597012764883346,-0.7573526370480927,0.2867694690837793,-0.9509214391907163,2018-08-13 18:01:00,WALK,38.55085236664133
9,-0.7998342813579343,-0.5412622830292694,-0.6217480502815496,-0.28523580334101006,2018-08-13 18:22:00,BUS,20.198722621816863
10,0.13766369601698333,-0.9105162749608521,-0.3877812500234689,0.8683295044871624,2018-08-13 09:12:00,BUS,27.663642379308758
11,0.8632187644819178,-0.06723075571015427,-0.15157777086757324,-0.5647140127196796,2018-08-13 07:34:00,CAR,15.421581962376973
12,0.21600728879525166,-0.8505974472352041,0.6911590063674341,0.3967786743915148,2018-08-13 17:54:00,TRAIN,13.838631162116158
13,-0.204235286333259,0.35484028841082427,-0.24937268731714549,0.31624578242997453,2018-08-13 19:23:00,BUS,11.56459899265851
14,-0.24196980189514306,-0.947568334071517,0.7612737657224041,0.12864188861401,2018-08-13 17:01:00,BIKE,33.36092485211127
15,0.3415797916214648,0.3315582935273876,-0.6823897888420488,-0.25498196439487714,2018-08-13 10:18:00,CAR,14.005305449537685
16,0.09285164812868649,0.5250680160355151,0.22490147453268186,-0.020321494846663134,2018-08-13 15:00:00,TRAIN,5.411582956245513
17,-0.4189643557280696,-0.5641083281015774,0.13753600327008894,0.6591481880209636,2018-08-13 15:38:00,TRAIN,10.62911448479141
18,-0.3865178547623108,0.2768011057392156,0.8933868497280398,0.14685549088293648,2018-08-13 18:21:00,BUS,29.883737146509446
19,-0.8724253197230222,0.34969647604497345,0.2988322480152945,0.07479505735191205,2018-08-13 07:27:00,BUS,28.40273471991061
20,0.8007846359446666,0.2588928565856205,0.5229771240858112,0.5210205542664997,2018-08-13 09:03:00,BIKE,27.61596146285404
